,Id,route_distance_km,delta_time,bus,public_transport,traffic_signals,operator,trolleybus,barrier,highway,crossing,railway,bus_yes,public_transport_stop_position,traffic_signals_crossing,traffic_signals_signal,traffic_signals_traffic_lights,traffic_signals_tram_priority,trolleybus_yes,barrier_block,barrier_bollard,barrier_chain,barrier_entrance,barrier_gate,barrier_height_restrictor,barrier_lift_gate,barrier_swing_gate,highway_bus_stop,highway_crossing,highway_give_way,highway_motorway_junction,highway_traffic_signals,crossing_marked,crossing_no,crossing_traffic_signals,crossing_uncontrolled,crossing_unmarked,crossing_zebra,railway_level_crossing,railway_tram_level_crossing,railway_tram_stop,railway_tram_stop;tram_level_crossing,hour,tmpc,relh,smps,vsby,feel,freezing_fog,light_snow,heavy_snow_showers,moderate_snow_showers,light_snow_showers,drifting_snow,light_fog
318,-682967459005921696,3.09,736.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,3,1,0,0,0,0,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
319,8269609937834468942,2.423,421.0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,3,0,1,2,0,0,0,0,2,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
320,-3562747546505082788,3.139,553.0,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,2,0,1,4,0,0,0,0,2,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
321,3239092560118137898,2.18,265.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,1,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
322,3451139943542844602,2.807,593.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
323,2803077420738012401,3.487,701.0,0,0,0,0,0,0,0,0,0,5,13,0,3,0,0,9,0,0,0,0,0,0,0,0,0,14,1,0,5,0,0,8,0,0,0,0,1,2,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
324,199369443115223211,4.215,815.0,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,2,4,0,3,0,0,0,0,0,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
325,-3858089742062699661,3.079,440.0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
326,-4036745003871505185,1.277,198.0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
327,-3807005362031509123,2.076,682.0,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,4,0,1,1,0,0,0,0,2,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
328,-2070490531981665473,5.56,801.0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,4,0,1,4,2,1,0,0,3,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
329,-531624525590467458,2.584,622.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,1,0,0,2,0,3,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
330,-6215177661435471386,2.325,354.0,0,0,0,0,0,0,0,0,0,7,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
331,-7456651478051754601,4.233,652.0,0,0,0,0,0,0,0,0,0,5,6,0,1,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,6,0,0,5,0,0,2,0,1,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
332,3772569900827617912,4.108,742.0,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,4,0,0,0,0,0,0,0,2,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
333,-1162767033750558589,2.169,385.0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,1,0,0,0,2,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
334,-2700594110701228021,1.104,308.0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,2,0,2,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
335,5012646589614990938,7.103,686.0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,5,0,1,3,0,0,0,0,0,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
336,-1492413342328504637,4.854,827.0,0,0,0,0,0,0,0,0,0,5,5,0,2,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,5,0,1,10,1,0,0,0,2,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
337,-689233801238042250,2.708,635.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
338,6977356124250975381,4.087,892.0,0,0,0,0,0,0,0,0,0,8,10,0,1,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,3,0,0,0,0,2,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
339,-3057854519574916928,3.048,536.0,0,0,0,0,0,0,0,0,0,8,8,0,4,0,0,6,0,0,0,0,0,0,0,0,0,8,2,0,5,2,0,6,0,0,0,0,0,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
340,8202392195262576719,3.075,752.0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,2,0,0,0,0,1,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
341,2345543035560798953,2.095,348.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
342,4895263075963477683,7.242,823.0,0,0,0,0,0,0,0,0,0,10,10,0,1,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,3,0,1,3,2,0,0,0,2,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
343,754264701538987655,3.119,653.0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,1,0,1,0,2,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
344,6875460224201597019,5.502,867.0,0,0,0,0,0,0,0,0,0,11,11,0,1,0,0,11,0,0,0,0,0,0,0,0,0,6,1,0,4,1,0,2,2,0,0,0,3,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
345,8948513295758501503,2.564,718.0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
346,8555685880187978643,4.733,643.0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,2,0,2,1,0,0,0,0,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
347,-1110533926287433323,5.81,758.0,0,0,0,0,0,0,0,0,0,14,14,0,1,0,0,11,0,0,0,0,1,0,0,0,0,6,0,0,13,0,1,5,1,0,0,0,5,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
348,-8454242374771988642,6.146,916.0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,9,0,0,0,0,1,0,0,0,0,8,0,0,5,2,0,2,4,0,0,0,0,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
349,9106090836267124776,3.728,660.0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,3,0,0,0,0,3,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
350,8965227569750206509,3.851,782.0,0,0,0,0,0,0,0,0,0,5,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,2,0,0,0,0,0,0,0,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
351,-4080999346656707986,5.792,955.0,0,0,0,0,0,0,0,0,0,9,9,0,2,0,0,7,0,0,0,0,0,0,0,0,0,14,1,0,3,7,0,2,3,0,0,0,0,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
352,9115622123390073863,5.206,968.0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
353,-5905470155611250916,3.83,517.0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
354,-1279434525146176679,3.513,550.0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
355,-3219090223103349285,6.16,983.0,0,0,0,0,0,0,0,0,0,4,4,0,1,0,0,4,0,0,0,0,0,0,0,0,0,14,0,0,8,2,0,8,2,0,0,0,0,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
356,7417495387987752780,2.998,502.00000000000006,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
357,-6203047821529130854,3.024,729.0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,8,0,0,0,0,0,0,0,0,0,14,0,0,6,0,0,8,0,0,0,0,1,2,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
358,5502992867897702142,3.742,705.0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,4,0,0,0,0,0,0,0,0,1,11,1,0,9,0,0,6,2,0,0,0,3,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
359,824886605208808855,3.876,823.0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
360,1581862732587205870,3.381,497.00000000000006,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,0,1,0,0,0,0,0,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
361,3715219683901469912,3.514,523.0,0,0,0,0,0,0,0,0,0,6,14,0,2,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,7,0,0,5,0,0,0,0,1,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
362,8085140143431397427,5.126,778.0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,3,0,0,0,0,0,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
363,1085933093464438423,1.524,400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
364,4195551084230357832,1.249,219.0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
365,-2938847703660750197,3.309,753.0,0,0,0,0,0,0,0,0,0,7,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,1,0,1,0,0,1,0,2,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
366,-4972715376147258027,3.339,633.0,0,0,0,0,0,0,0,0,0,6,6,0,1,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,9,0,0,5,0,0,0,0,1,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
367,-5445715576823566008,2.497,454.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
368,4492693172938999447,1.744,416.0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,1,0,1,0,0,2,0,3,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
369,-4968014809749792886,3.735,459.00000000000006,0,0,0,0,0,0,0,0,0,3,5,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,1,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
370,5206504404414602904,2.743,577.0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,5,0,0,0,0,0,0,0,0,0,13,2,0,3,0,0,5,0,0,0,0,2,2,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
371,-478148921872528581,5.761,967.0,0,0,0,0,0,0,0,0,0,10,13,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
372,4050044968785922626,5.801,851.0,0,0,0,0,0,0,0,0,0,19,19,0,1,0,1,2,0,0,0,0,0,0,0,0,0,6,0,0,8,0,1,4,1,0,0,0,5,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
373,211931421604570002,2.148,450.0,0,0,0,0,0,0,0,0,0,5,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7,0,0,1,0,0,0,0,3,0,1,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
374,4352054905022983221,4.519,587.0,0,0,0,0,0,0,0,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,1,1,0,0,0,0,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
375,2653107164405945071,6.192,834.0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
376,5342416571802512471,3.45,652.0,0,0,0,0,0,0,0,0,0,7,7,0,1,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,1,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
377,-7744149475014266067,2.223,430.0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,5,1,0,7,1,0,0,0,0,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
378,1759591615418779902,5.001,835.0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,1,0,0,0,2,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
379,7100473343621500341,3.714,703.0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,6,0,1,1,0,0,2,0,3,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
380,-8786171004686958901,2.181,346.0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,0,0,3,0,0,0,0,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
381,3925893055172523510,2.52,383.0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,1,0,0,0,1,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
382,-1670374208081119380,4.353,849.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
383,-4249283043776337468,2.544,386.0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,1,0,0,2,0,4,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
384,-4625321480551226656,6.347,872.0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,2,2,0,0,0,0,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
385,1178449324432329299,5.261,888.0,0,0,0,0,0,0,0,0,0,7,7,0,1,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,4,2,1,0,0,0,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
386,-1671382824582672671,3.023,648.0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
387,9160195518979438837,7.662,890.0,0,0,0,0,0,0,0,0,0,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,11,10,0,5,3,0,0,0,2,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
388,-8002220901714339319,9.541,609.0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
389,6647440764803401799,3.301,724.0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,0,0,0,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
390,509959063431169272,5.169,851.0,0,0,0,0,0,0,0,0,0,7,7,0,2,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,6,2,0,1,0,1,0,0,2,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
391,-7967720083373306935,1.512,301.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,1,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
392,4905677848803490709,4.035,827.0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
393,7691979916818691961,4.288,695.0,0,0,0,0,0,0,0,0,0,5,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
394,187344067245604202,3.449,804.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
395,6260337865808174235,1.882,407.0,0,0,0,0,0,0,0,0,0,6,6,0,4,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,4,4,0,4,0,0,0,0,0,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
396,2754789723900011194,4.708,876.0,0,0,0,0,0,0,0,0,0,4,9,0,1,0,0,8,0,0,0,0,0,0,0,0,0,16,1,0,9,0,0,8,2,0,0,0,3,2,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
397,3514399307326180335,1.378,353.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,1,0,0,0,0,0,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
398,-595691467756219977,7.843,806.0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,1,0,0,0,0,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
399,-5762225699003498823,5.937,988.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
400,-3368250032524415337,2.798,784.0,0,0,0,0,0,0,0,0,0,8,8,0,1,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,6,0,1,4,0,0,0,0,2,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
401,-2220780249147020463,3.929,550.0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
402,7328955106570561131,4.821,667.0,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,6,0,1,2,1,0,0,0,1,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
403,-1648510999200483247,4.348,655.0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,0,2,1,0,0,0,0,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
404,-5217871353070153084,3.697,675.0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,1,3,0,0,5,0,0,2,0,0,0,0,0,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
405,6722652882550503408,1.832,496.00000000000006,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,3,0,0,1,0,0,0,0,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
406,-5154846774148922926,1.708,476.00000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
407,-7011908538731793127,6.034,676.0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,5,0,1,5,0,0,0,0,2,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
408,1516504259631997291,1.817,378.0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,2,0,0,0,0,2,0,0,0,0,3,0,0,1,1,0,1,1,0,0,0,0,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
409,-776896646956994656,4.011,590.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
410,1359625990150585495,1.319,215.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,7,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
411,2676094599168343409,5.856,941.0,0,0,0,0,0,0,0,0,0,13,13,0,1,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,8,0,0,6,0,0,0,0,1,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
412,-8274922278734885612,1.688,347.0,0,0,0,0,0,0,0,0,0,6,6,0,1,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,7,0,0,5,0,0,0,0,0,0,0,6,-4.0,85.96,8.99762556,9.9940014,-11.966666666666665,0,0,0,0,0,0,0
